,ARI,NMI,Jaccard,cov,n,type
6,1.0,1.0,0.0,diag,2,pca
7,1.0,1.0,0.0,diag,2,pca
8,1.0,1.0,0.0,diag,2,pca
9,1.0,1.0,0.0,diag,2,pca
0,0.9986112435741602,0.993951099853051,0.998709044574156,diag,3,pca
1,0.9986112435741602,0.9939510998530509,0.6424640473617148,diag,3,pca
2,0.9986112435741602,0.993951099853051,0.042009017341040455,diag,3,pca
3,0.9196501905265348,0.8371936007739854,0.005438960947409529,diag,3,pca
4,0.9999284623204084,0.9994411047734126,4.403413064764302e-05,diag,3,pca
5,0.9306462502231359,0.8514386348132595,0.6302902370967175,diag,3,pca
6,0.9994455656302345,0.9973146495568375,0.3147968813818353,diag,3,pca
7,0.9986112435741602,0.993951099853051,0.998709044574156,diag,3,pca
8,1.0,1.0,0.3148,diag,3,pca
9,0.9986112435741602,0.993951099853051,0.042009017341040455,diag,3,pca
0,0.8930222592359672,0.8603314355220714,0.19685719280719283,diag,4,pca
1,1.0,1.0,0.20205,diag,4,pca
2,1.0,1.0,0.41275,diag,4,pca
3,0.9998378742788349,0.9995087093322016,0.41270001186239624,diag,4,pca
4,0.8955884688935386,0.8623745550422253,0.18299188068153593,diag,4,pca
5,1.0,1.0,1.0,diag,4,pca
6,0.9917458670969465,0.9843433849773513,0.577601047849788,diag,4,pca
7,0.8955884688935386,0.8623745550422253,0.9304969655733742,diag,4,pca
8,1.0,1.0,0.41275,diag,4,pca
9,1.0,1.0,0.41275,diag,4,pca
0,1.0,1.0,0.0,diag,5,pca
1,1.0,1.0,0.18675,diag,5,pca
2,1.0,1.0,0.01345,diag,5,pca
3,0.996739575151453,0.9950618403945073,0.18675,diag,5,pca
4,1.0,1.0,1.0,diag,5,pca
5,1.0,1.0,0.59925,diag,5,pca
6,1.0,1.0,0.2807,diag,5,pca
7,0.9282459971241107,0.8963911428756304,0.005148308224252903,diag,5,pca
8,0.9274254969883565,0.8956606013929694,0.008588229879815338,diag,5,pca
9,1.0,1.0,0.18675,diag,5,pca
0,0.9986151400749069,0.9958904046513327,0.1843,diag,6,pca
1,0.9827885582013823,0.9718288771787733,0.6415036350662666,diag,6,pca
2,0.9781737890619815,0.967541337622012,0.18357007065371406,diag,6,pca
3,0.9941246982867908,0.9855493549368487,0.039406360424028265,diag,6,pca
4,0.9780947367924359,0.9673599063138256,0.0007510915807098384,diag,6,pca
5,0.7169764098458864,0.7746500617208121,0.2975690682632325,diag,6,pca
6,0.7166115200141565,0.774533645952591,0.002641956989621723,diag,6,pca
7,0.9783492788892169,0.9668802136762429,0.16809552880699488,diag,6,pca
8,0.7177396159797316,0.7752598398087773,0.23293339322569315,diag,6,pca
9,0.9657171821259526,0.9531126512204285,0.0009192370128675283,diag,6,pca
0,0.9913130546436109,0.9857868668407296,0.03209554763888438,diag,7,pca
1,0.9998446103511128,0.9997140121760285,0.2977,diag,7,pca
2,0.990827680933115,0.9845169149024717,0.15770342948282065,diag,7,pca
3,0.9911651819595687,0.9852629628726075,0.12647952482840885,diag,7,pca
4,0.9643848252960431,0.9540466466892152,0.0011620557977983243,diag,7,pca
5,0.9998446103511128,0.9997140121760287,0.0,diag,7,pca
6,0.964036147773948,0.9537029594347596,0.030006695040402754,diag,7,pca
7,0.9915337463743312,0.9857197931428608,0.0001827694113045179,diag,7,pca
8,0.9575014296653465,0.9472716560896324,0.1232651985379103,diag,7,pca
9,0.9913682997989668,0.9856754836246365,0.13875945545652615,diag,7,pca
0,0.6720022771371376,0.7155330406346105,0.2139340598748688,diag,8,pca
1,0.5311505810583756,0.664975135456489,0.19825077446241285,diag,8,pca
2,0.6726799783851025,0.7158767324532862,0.04723546424336953,diag,8,pca
3,0.5208002855183405,0.6594678321314025,0.35953706954702463,diag,8,pca
4,0.6721098742086971,0.7155991988168129,0.040511818039779005,diag,8,pca
5,0.6630727582256932,0.7203057033965766,0.2161714369159276,diag,8,pca
6,0.5941545769119595,0.7172920764799754,0.21040056818904787,diag,8,pca
7,0.672454741587994,0.7157602519162665,0.06609140278971282,diag,8,pca
8,0.9430288733442925,0.9349405208329152,0.11128941396697205,diag,8,pca
9,0.9765032015850734,0.9673933735583209,0.12026737594719845,diag,8,pca
0,0.6589602855073196,0.6827739424678462,0.027754153850598495,diag,9,pca
1,0.9842391823747924,0.9765120337442501,4.2087950138504155e-05,diag,9,pca
2,0.6300470858419748,0.6936889616088658,0.04065933409964549,diag,9,pca
3,0.5068136705422314,0.6500539664900417,0.17235338036938913,diag,9,pca
4,0.5223241676730825,0.6544259335293641,0.18242536268313642,diag,9,pca
5,0.98397810866447,0.9763180394546885,0.00026884710461565057,diag,9,pca
6,0.8276526143738385,0.8242958364982411,0.23615846367003168,diag,9,pca
7,0.5223241676730825,0.6544259335293641,0.08811561784802417,diag,9,pca
8,0.6859348611070932,0.7263818273155571,0.08167561558208085,diag,9,pca
9,0.5217152960116298,0.6618024239407785,0.24462397575176786,diag,9,pca
0,0.5520762528012417,0.6696457594356391,0.25937205206845193,diag,10,pca
1,0.8840791804586079,0.8844705112820812,0.19542967303701964,diag,10,pca
2,0.9123141916980284,0.8652381760193254,0.13239082143713563,diag,10,pca
3,0.8689337736554499,0.8247108046573294,0.11637488671353564,diag,10,pca
4,0.9053149671545778,0.8602661268974616,0.15828713213264628,diag,10,pca
5,0.8728972216792015,0.8422767625790083,0.15122023682682295,diag,10,pca
6,0.908428153989272,0.8882489161372281,0.13446299255118432,diag,10,pca
7,0.8842400486768114,0.8375102332976198,0.257507103232879,diag,10,pca
8,0.9050172480503398,0.8600601339749339,0.15277288519838228,diag,10,pca
9,0.8886650868276429,0.8855172702809766,0.1500131108013443,diag,10,pca
0,0.9911798622121077,0.9869777608537665,0.06056952447035253,diag,11,pca
1,0.8602970104632642,0.8499202033347008,0.047819947105567584,diag,11,pca
2,0.8606588086444863,0.84923139695485,0.13594684033265156,diag,11,pca
3,0.5898774842152612,0.6845256548919687,0.018616676310714782,diag,11,pca
4,0.7606278447001835,0.7711358408144486,0.01150414449771389,diag,11,pca
5,0.997725422837207,0.9953182665884877,0.00040029543843063105,diag,11,pca
6,0.5156418526112607,0.6404555614043537,0.01818011469523109,diag,11,pca
7,0.7801546447832901,0.7827170872109795,0.019560881454503545,diag,11,pca
8,0.5756234185500941,0.7102192697733081,0.015298186713711795,diag,11,pca
9,0.9937915183082917,0.9908101516603917,0.00021243138929253705,diag,11,pca
0,0.4799650387553524,0.6318713621738199,0.05253351423065418,diag,12,pca
1,0.6129085449040693,0.715019878766784,0.1518815062330307,diag,12,pca
2,0.5911240771007127,0.6952613147585706,0.04355747978130264,diag,12,pca
3,0.4621944247230096,0.61126519480577,0.005489084521710816,diag,12,pca
4,0.5715791573328625,0.6886210275131431,0.038839305892287485,diag,12,pca
5,0.524839869924944,0.6794908573435063,0.02468513493495105,diag,12,pca
6,0.6428839177160593,0.7382524349059858,0.13779945323097878,diag,12,pca
7,0.5563546570890476,0.7017103204704223,0.09310750931643537,diag,12,pca
8,0.9138397349136741,0.8935051188097966,0.6264581851297053,diag,12,pca
9,0.8737756113193282,0.8473479337205841,0.12216812644012476,diag,12,pca
