,ARI,NMI,Jaccard,cov,n,type
3,0.7848535748294673,0.8072559372978275,0.13554381612834487,spherical,8,pca
4,1.0,1.0,0.4126,spherical,8,pca
5,1.0,1.0,0.0,spherical,8,pca
6,0.783688960951422,0.806509700919961,0.0010116815560330204,spherical,8,pca
7,0.9978158191334039,0.9963020498180092,2.9411051866214255e-05,spherical,8,pca
8,0.9978158191334039,0.9963020498180092,0.0004146692701977057,spherical,8,pca
9,1.0,1.0,0.0006,spherical,8,pca
0,0.6591732297064657,0.7075309873148009,0.1486046381779643,spherical,9,pca
1,0.6585269572549204,0.7071386507188535,0.09986817919686389,spherical,9,pca
2,0.6588567281323928,0.7073971979666163,0.009347311695849582,spherical,9,pca
3,0.6581948215111779,0.7069669107820793,0.13336760326741964,spherical,9,pca
4,0.6599111640569931,0.7079976150282015,0.010377380907507198,spherical,9,pca
5,0.7112575852406542,0.7417046692782613,0.14675328870918483,spherical,9,pca
6,0.6559355927074456,0.7051972669400468,0.022856288782816227,spherical,9,pca
7,0.7167839473937623,0.7452102770345548,0.054287604190639355,spherical,9,pca
8,0.7374023757092777,0.7698289754125247,0.02645093260863487,spherical,9,pca
9,0.6587119452175063,0.707242692311313,0.016083191510422954,spherical,9,pca
0,0.6185202418877709,0.6811714902848177,0.10473711361024059,spherical,10,pca
1,0.6347859714037014,0.709821930335015,0.2625075560161591,spherical,10,pca
2,0.6973335912335991,0.7393436338926415,0.005787468351866132,spherical,10,pca
3,0.7079307087322925,0.799612280218138,0.01414141995006536,spherical,10,pca
4,0.76959167930368,0.8163858651130631,0.02519145337505027,spherical,10,pca
5,0.9870992963771512,0.9821214655354582,0.2658423019048141,spherical,10,pca
6,0.6549031093503669,0.7287043982479733,0.040563367806830015,spherical,10,pca
7,0.48850813053133485,0.6225299643177323,0.03962976875462437,spherical,10,pca
8,0.5812340226728793,0.6570973972633197,0.24449833005744603,spherical,10,pca
9,0.6362777044823228,0.7111388350811026,0.0026958169660568766,spherical,10,pca
0,0.6778971873692807,0.7409326694023556,0.021237204591361455,spherical,11,pca
1,0.7191754041492827,0.7755406528815065,0.13273496605165438,spherical,11,pca
2,0.6778084412176375,0.7408623876142815,0.14081395430966293,spherical,11,pca
3,0.6794067375617281,0.751178815501064,0.030548112127294295,spherical,11,pca
4,0.775698416617377,0.8144104221755119,0.004609228798482441,spherical,11,pca
5,0.7187938347192452,0.7752961889046344,0.009278179267812438,spherical,11,pca
6,0.8276318103750251,0.8530714213400363,0.15008908744864438,spherical,11,pca
7,0.6792524125730863,0.745821520157601,0.008629219268490767,spherical,11,pca
8,0.8156004688545448,0.8562684370236112,0.22774999604493223,spherical,11,pca
9,0.5652226605376378,0.643675388778366,0.058372707345413735,spherical,11,pca
0,0.9932964790185042,0.9899498489238154,0.16302419933738266,spherical,12,pca
1,0.48361373024100424,0.603516682881794,0.035508440656434284,spherical,12,pca
2,0.7921519623133989,0.8329430520459771,0.16117448834583598,spherical,12,pca
3,0.8343899073022466,0.8579548688208736,0.018218959952863982,spherical,12,pca
4,0.6532477399982523,0.7193861679432103,0.23199878929506207,spherical,12,pca
5,0.6788705162579534,0.7409058598937952,0.009816340484502816,spherical,12,pca
6,0.7908004720022886,0.8321426941532293,0.14083826867536467,spherical,12,pca
7,0.9217578078010347,0.9216238899147792,0.16572186582971082,spherical,12,pca
8,0.7351554340335815,0.7863758877563182,5.214295192655346e-05,spherical,12,pca
9,0.5558164651615197,0.6655268935585527,0.049670499137966076,spherical,12,pca
0,0.9080521249598401,0.8009783749067044,0.9841895800002302,full,2,nonpca
1,0.9080521249598401,0.8009783749067046,0.005108231881922016,full,2,nonpca
2,0.9080521249598401,0.8009783749067046,0.005108231881922016,full,2,nonpca
3,0.9080521249598401,0.8009783749067046,0.005108231881922016,full,2,nonpca
4,0.9080521249598401,0.8009783749067046,0.005108231881922016,full,2,nonpca
5,0.9080521249598401,0.8009783749067046,0.005108231881922016,full,2,nonpca
6,0.9080521249598401,0.8009783749067044,0.9841895800002302,full,2,nonpca
7,0.9080521249598401,0.8009783749067046,0.005108231881922016,full,2,nonpca
8,0.9080521249598401,0.8009783749067046,0.005108231881922016,full,2,nonpca
9,0.9080521249598401,0.8009783749067044,0.9841895800002302,full,2,nonpca
0,0.4058091916146767,0.29677536077094124,0.6365391534345114,full,3,nonpca
1,0.34852513428327964,0.3324747882793633,0.0068574606619641884,full,3,nonpca
2,0.34852513428327964,0.33247478827936333,0.049463136845283986,full,3,nonpca
3,1.0,1.0,0.0,full,3,nonpca
4,0.19994223113292603,0.2294163181995167,0.04059227498228207,full,3,nonpca
5,1.0,1.0,0.2689,full,3,nonpca
6,0.19994223113292603,0.22941631819951666,0.0,full,3,nonpca
7,1.0,1.0,1.0,full,3,nonpca
8,1.0,1.0,1.0,full,3,nonpca
9,1.0,1.0,0.2689,full,3,nonpca
0,0.35686181646585585,0.3437299008613006,0.6724204742564719,full,4,nonpca
1,0.9989832315402999,0.9967664952524331,0.7224000864932189,full,4,nonpca
2,0.9835215190446147,0.9617342883701723,0.9913281297343721,full,4,nonpca
3,0.9997966189716867,0.999230385209067,0.0003132840296838467,full,4,nonpca
4,0.5646258824775687,0.4911153533158498,0.6305666502105203,full,4,nonpca
5,1.0,1.0,0.0,full,4,nonpca
6,0.9841342253691405,0.9621586467762653,0.0013368334129785116,full,4,nonpca
7,0.5594641740821307,0.4680526809297649,0.7679684060049345,full,4,nonpca
8,0.9835215190446147,0.9617342883701723,0.01664943834502389,full,4,nonpca
9,0.5341095607221003,0.4703085754790975,0.00729323651727244,full,4,nonpca
0,0.9958459978395996,0.9868782428387883,0.3013037567968364,full,5,nonpca
1,0.9606676488349424,0.8983759656142712,0.2952792947228204,full,5,nonpca
2,0.9675276590082807,0.9089667042142034,0.0010330580589370446,full,5,nonpca
3,0.4362319107747335,0.32749263665993156,0.04089011918318737,full,5,nonpca
4,0.4362319107747335,0.32749263665993156,0.03628904391437016,full,5,nonpca
5,0.4303495879256319,0.30919003163329556,0.04071246291083636,full,5,nonpca
6,0.9668233400764062,0.9077144031647018,0.6444287152026668,full,5,nonpca
7,0.4362319107747335,0.32749263665993156,0.03974150514161224,full,5,nonpca
8,0.9753162955526806,0.9207843660611761,0.3241249270963428,full,5,nonpca
9,0.9947455509838172,0.983260815787572,0.3459125701286996,full,5,nonpca
0,0.517891643786729,0.4124735482914434,0.017508569168027937,full,6,nonpca
1,0.39871765331186615,0.30852822657030043,0.013368765666027172,full,6,nonpca
2,0.4006533351734458,0.30980811622151727,0.4694723768674101,full,6,nonpca
3,0.6721430311366724,0.5567484980811778,0.5547755850871816,full,6,nonpca
4,0.6512709346285862,0.5321979724560952,0.0018304484339952704,full,6,nonpca
5,0.5344253686817422,0.4282803761549464,0.0037071874462450546,full,6,nonpca
6,0.4006533351734458,0.30980811622151727,0.07834109029030249,full,6,nonpca
7,0.8068645939393182,0.6777735446044125,0.015459940475793832,full,6,nonpca
8,0.5228535318347226,0.4092086404216562,0.026706560752106687,full,6,nonpca
9,0.6522937322436831,0.5333170755203414,0.02521474935461001,full,6,nonpca
0,0.22150349722646465,0.24120572978626503,0.016969846106644343,full,7,nonpca
1,0.3352324899887444,0.4017715350464028,0.015158482267580651,full,7,nonpca
2,0.4922987783692759,0.3600188599168009,0.0208553182206211,full,7,nonpca
3,0.20125794256228838,0.22494166996875817,0.3700494318778283,full,7,nonpca
4,0.5139214458796418,0.3989344657543084,0.10371606339114307,full,7,nonpca
5,0.6630734321516754,0.5333889517819543,0.002212411209344844,full,7,nonpca
6,0.3048984090765711,0.2937618670574572,0.09573055216572902,full,7,nonpca
7,0.34004862982351053,0.25876467926260693,0.012271565162715116,full,7,nonpca
8,0.381681323190325,0.4270886089169339,0.39665568871805534,full,7,nonpca
9,0.5345897564035469,0.39183561825112884,0.5870223176374606,full,7,nonpca
0,0.3768812135252976,0.32367052728357915,0.03134422298588753,full,8,nonpca
1,0.5519660054584762,0.41537644509729704,0.03687005365083462,full,8,nonpca
2,0.9909762604056326,0.961169393523973,0.0007572821845604465,full,8,nonpca
3,0.25245688373918873,0.30039010192848914,0.29043063069815506,full,8,nonpca
4,0.3674764438085664,0.33657879468831525,0.005981619445845812,full,8,nonpca
5,0.2703757367461749,0.3267188607476866,0.3764681118980025,full,8,nonpca
6,0.2208585936959827,0.29819056095282387,0.02707160497497597,full,8,nonpca
7,0.9911792113054239,0.9617358303030759,0.0009942414581748885,full,8,nonpca
8,0.8272745707350568,0.6445044491882433,0.5841044369198338,full,8,nonpca
9,0.47720047120144254,0.4063153710192923,0.06025618408608418,full,8,nonpca
0,0.3201201658300886,0.35221422381763007,0.3355186541319073,full,9,nonpca
1,0.441447444616024,0.3834287005912992,0.07331561771345212,full,9,nonpca
2,0.33160328371016606,0.3806640323089698,0.39258923605577567,full,9,nonpca
3,0.33160328371016606,0.38066403230896984,0.036673922830713274,full,9,nonpca
4,0.6940743959668553,0.5132924492348383,0.02192778450060684,full,9,nonpca
5,0.33735168316559605,0.4180001520643803,0.00766566795477523,full,9,nonpca
6,0.42219202054280713,0.32527901620950694,0.04068348489387352,full,9,nonpca
7,0.44163614569892895,0.3835286165653908,0.021008356689114348,full,9,nonpca
8,0.4476223858137435,0.34833779512951824,0.00581664185585594,full,9,nonpca
9,0.9984873025891355,0.9961585304980018,3.893592522351666e-05,full,9,nonpca
0,0.27187681621091336,0.31829929165631704,0.021046060595806288,full,10,nonpca
1,0.6514966773762745,0.49847532027537506,0.0013128618086120118,full,10,nonpca
2,0.4191409676680796,0.3245911055876261,0.017507241325406712,full,10,nonpca
3,0.9988668509684075,0.9945871296539995,0.0064,full,10,nonpca
4,0.2999363506189822,0.3901836033075487,0.0097574195160694,full,10,nonpca
5,0.9990886961232937,0.9961163852205488,0.0006214527383170648,full,10,nonpca
6,0.6136429938980109,0.4698832556146288,0.007951085599505976,full,10,nonpca
7,0.41717617720080724,0.30733660695193454,0.05119996844434655,full,10,nonpca
8,0.461644038344193,0.3697120330116201,0.04720022414039082,full,10,nonpca
9,0.9989176503479124,0.9953688327769451,0.0,full,10,nonpca
0,0.3414744464864291,0.3998761765900873,0.015109888000520735,full,11,nonpca
1,0.2307684356996932,0.3386531603963887,0.0029520681955798474,full,11,nonpca
2,0.29312396778842453,0.3529870262761643,0.007139697469939346,full,11,nonpca
3,0.6887879216721731,0.542631901531795,0.016028053410578738,full,11,nonpca
4,0.30241811606251484,0.3780916800893062,0.0963360957019011,full,11,nonpca
5,0.28010460003959453,0.33963256913539597,0.007194330574324795,full,11,nonpca
6,0.30192737224154825,0.3623123832579241,0.275171301373285,full,11,nonpca
7,0.29639096408320426,0.3553566680250273,0.05360077010359054,full,11,nonpca
8,0.28030549556121276,0.3401553517223695,0.0326045421225045,full,11,nonpca
9,0.33231302769685633,0.3926394865045157,0.010221253590992243,full,11,nonpca
0,0.31504630269979556,0.3390901287928323,0.05134640393999367,full,12,nonpca
1,0.5858723905604347,0.5418898640412878,0.011157469071982654,full,12,nonpca
2,0.4200655155531925,0.44067798486245213,0.003472872025809717,full,12,nonpca
3,0.6427109254504721,0.6229495433162935,0.12848980385579753,full,12,nonpca
4,0.49793848434765203,0.5030008854648128,0.013649738929465076,full,12,nonpca
5,0.5498744890449809,0.5119645841031889,0.010241745274887646,full,12,nonpca
6,0.312665408554679,0.3478301510884727,0.015886396447008424,full,12,nonpca
7,0.48459537599693653,0.5221189674432568,0.4180803312054602,full,12,nonpca
8,0.33015410229961173,0.38189575890231675,0.06321241864243497,full,12,nonpca
9,0.646557528608006,0.5972589396609963,0.14067592531328388,full,12,nonpca
0,1.0,1.0,0.0,full,2,pca
1,1.0,1.0,1.0,full,2,pca
2,1.0,1.0,0.0,full,2,pca
3,0.6921884456609958,0.49453427576722453,0.012258824133417367,full,2,pca
4,1.0,1.0,1.0,full,2,pca
5,1.0,1.0,1.0,full,2,pca
6,1.0,1.0,1.0,full,2,pca
7,1.0,1.0,0.0,full,2,pca
8,1.0,1.0,0.0,full,2,pca
9,1.0,1.0,0.0,full,2,pca
0,0.08623945854106492,0.09081012534968681,0.35754947091659034,full,3,pca
1,0.08627177312645873,0.09080552143233346,0.35755248764289044,full,3,pca
2,0.08628769455830734,0.09083350981599525,0.35758623364631553,full,3,pca
3,0.08627177312645873,0.09080552143233346,0.35755248764289044,full,3,pca
4,0.9998067664055516,0.9993474010533859,0.62415,full,3,pca
5,0.08627177312645873,0.09080552143233346,0.4315116839421446,full,3,pca
6,0.08627177312645873,0.09080552143233346,0.4315116839421446,full,3,pca
7,0.9996564647706343,0.998318978168935,0.9997002968305744,full,3,pca
8,0.8064749050823097,0.7202927956914601,0.5818607028766608,full,3,pca
9,0.08623945854106492,0.09081012534968681,0.35754947091659034,full,3,pca
0,0.9999166080367348,0.9995337769151057,0.20265001233045624,full,4,pca
1,1.0,1.0,0.2027,full,4,pca
2,0.9987701289149887,0.9951463932403037,5.326393942560659e-05,full,4,pca
3,0.9999166080367348,0.9995337769151057,0.20265001233045624,full,4,pca
4,0.9999166080367348,0.9995337769151057,0.20265001233045624,full,4,pca
5,0.9999166080367348,0.9995337769151057,0.0075251379860174165,full,4,pca
6,0.9996777946030577,0.9990844192053783,0.0,full,4,pca
7,1.0,1.0,0.59235,full,4,pca
8,0.9999166080367348,0.9995337769151057,0.0075251379860174165,full,4,pca
9,0.9973828072299851,0.9903525110994656,8.717822904299098e-05,full,4,pca
0,0.537165113916681,0.6271418279632834,0.01978406144470304,full,5,pca
1,0.9621542321726559,0.9528159091299776,0.49803116644663176,full,5,pca
2,0.540006144612977,0.6370983275791902,0.007334563985609341,full,5,pca
3,0.533989698031113,0.6212363595607668,0.5187076043306841,full,5,pca
4,0.5605426648902486,0.7006575176216668,0.0008905705996131527,full,5,pca
5,0.9616880061606273,0.952437240191138,0.009402410643100177,full,5,pca
6,0.5372573416585031,0.6272729278186256,0.07082826475307441,full,5,pca
7,0.5372672445800387,0.6272869291513072,0.0021136968364038606,full,5,pca
8,0.5367211164541649,0.629658525607156,0.2754542103114258,full,5,pca
9,0.9329703984906818,0.9105201928638411,0.5661077068083487,full,5,pca
0,0.9747342002992138,0.9489765878202123,0.5791024450943123,full,6,pca
1,0.9828508870085666,0.9612688986173007,0.00017226785821008336,full,6,pca
2,0.7761092650339563,0.7469295736398777,0.03278547614024313,full,6,pca
3,0.9946126903200979,0.988225677356291,2.1027260638297874e-05,full,6,pca
4,0.9468901031150101,0.9341598982714315,0.0011029086266522968,full,6,pca
5,0.8679121320190513,0.8246882436068016,0.04687401408105191,full,6,pca
6,0.8231929138538088,0.7884490471212272,0.01400249565491143,full,6,pca
7,0.8337857471922804,0.8008053164361117,0.10081589944843858,full,6,pca
8,0.9468901031150101,0.9341598982714315,0.0011974286096802442,full,6,pca
9,0.9469887258060843,0.9343375335729818,0.25497463236092915,full,6,pca
0,1.0,1.0,0.0,full,7,pca
1,0.9708144834769002,0.9327133438511744,0.36865131800588247,full,7,pca
2,0.715380691052969,0.7200624830566035,0.28727618383989323,full,7,pca
3,0.7149803794008113,0.7196877254665828,0.028431842465111087,full,7,pca
4,0.9985527898908897,0.9924338396163186,0.0017321579045007248,full,7,pca
5,0.9983913872305804,0.9921487307218847,0.47041227800439983,full,7,pca
6,0.5505865757568993,0.6065220718367038,0.30710647343088815,full,7,pca
7,0.7161647320242094,0.7205151037225552,0.10501490695093807,full,7,pca
8,0.9987142137619331,0.9927664146065042,0.0036261948282740363,full,7,pca
9,0.7154352191722968,0.7200056794574902,0.11973441888192252,full,7,pca
0,0.8636801836445106,0.8107427679563934,0.8068389746008721,full,8,pca
1,0.9072797965506642,0.8248101776887484,0.36286582269508394,full,8,pca
2,0.5873735643927186,0.6780820541889689,0.0031222315968498448,full,8,pca
3,0.5894972115071728,0.6745881262959023,0.025436940273595023,full,8,pca
4,1.0,1.0,0.2059,full,8,pca
5,0.9521425862165365,0.8959515893881135,0.3196049460130428,full,8,pca
6,0.9794752444933859,0.9461037782641124,0.36182499456139133,full,8,pca
7,0.9147056254421799,0.8393869912497538,0.020612367646636928,full,8,pca
8,0.9440074690273982,0.8826179483632448,0.06075823928618094,full,8,pca
9,0.9937265927965409,0.982496739303717,0.1913782869262885,full,8,pca
0,0.47472382691695203,0.5960953638322836,0.028956649610497175,full,9,pca
1,0.9534704052611744,0.9122407395480981,0.022223495368200848,full,9,pca
2,0.6176407261249773,0.6618179942497374,0.24101823078851134,full,9,pca
3,0.4759509323399973,0.5944057580317089,0.017579380722259046,full,9,pca
4,0.6225920374437653,0.6644421638077453,0.032446436656640286,full,9,pca
5,0.651625607405493,0.7045037526008825,0.02494738765752259,full,9,pca
6,0.6509949472707091,0.7274959317268732,0.03760203587344857,full,9,pca
7,0.6216059505630526,0.6641801978577294,0.04534882305068128,full,9,pca
8,0.9632678135403029,0.9228772446050579,0.004602776261427512,full,9,pca
9,0.4974891437978155,0.620839320120697,0.039633811179288866,full,9,pca
0,0.49788273361300683,0.6351295686549644,0.019443126343645842,full,10,pca
1,0.8026891621960157,0.7925178749346279,0.025948420131597323,full,10,pca
2,0.5169463381113449,0.6731819342560655,0.19847690030634588,full,10,pca
3,0.4937264546477177,0.625125349599747,0.013003397618906424,full,10,pca
4,0.7895844876643585,0.7656381992094902,0.16090838177945843,full,10,pca
5,0.5191406615562797,0.677614692213998,0.08786286960914678,full,10,pca
6,0.521524480384638,0.6807933527748837,0.16370467531970506,full,10,pca
7,0.6040905956507782,0.7125623930748272,0.0704137730052143,full,10,pca
8,0.5100352477886323,0.6582844466169965,0.004930543835084668,full,10,pca
9,0.6070713214610728,0.6851906775639783,0.1883068883153486,full,10,pca
0,0.4950536203104418,0.599516498622889,0.023709120482205855,full,11,pca
1,0.5119250564953329,0.6082508791450012,0.1123557995400449,full,11,pca
2,0.49217498634121637,0.6026315564033604,0.05261458058647371,full,11,pca
3,0.5573653958919058,0.6423648945150302,0.0010674501673018802,full,11,pca
4,0.5609814947947431,0.6238415996386689,0.12350023486568003,full,11,pca
5,0.597581635857667,0.6491655419404238,0.03151506666791284,full,11,pca
6,0.5351246961953983,0.623474287074615,0.013760397860807808,full,11,pca
7,0.5147829736517375,0.5979835134333972,0.07052194517694382,full,11,pca
8,0.43766251401556067,0.5933866955628435,0.04494930872230667,full,11,pca
9,0.5350978852031366,0.6193658770789956,0.04836404347267137,full,11,pca
0,0.5957326762577814,0.720543492140064,0.0023659922518695273,full,12,pca
1,0.5136202251754132,0.6319361773955893,0.24509926225923578,full,12,pca
2,0.798695329720719,0.8355269908890799,0.14110349192037888,full,12,pca
3,0.9153328948941609,0.9088682404953063,0.1462553644355682,full,12,pca
4,0.4748324428300894,0.6367903761851657,0.011770778717499568,full,12,pca
5,0.4323397103056936,0.6147948139726495,0.009585992269697679,full,12,pca
6,0.43559372975013577,0.6196594736066956,0.02068919207503993,full,12,pca
7,0.5981843804113217,0.7366449116641307,0.0002891908958100207,full,12,pca
8,0.6506711558507066,0.7448556727944399,0.18141842395128274,full,12,pca
9,0.5048741388314628,0.690643760750311,0.0027959094128095514,full,12,pca
0,0.9192322998147499,0.8182140172999892,0.9797273713555223,diag,2,non-pca
1,0.9192322998147499,0.8182140172999892,0.004813961422431973,diag,2,non-pca
2,0.9192322998147499,0.8182140172999892,0.9797273713555223,diag,2,non-pca
3,0.9192322998147499,0.8182140172999892,0.9797273713555223,diag,2,non-pca
4,0.9192322998147499,0.8182140172999892,0.9797273713555223,diag,2,non-pca
5,0.9192322998147499,0.8182140172999892,0.9797273713555223,diag,2,non-pca
6,0.9192322998147499,0.8182140172999892,0.9797273713555223,diag,2,non-pca
7,0.9192322998147499,0.8182140172999892,0.004813961422431973,diag,2,non-pca
8,0.9192322998147499,0.8182140172999892,0.9797273713555223,diag,2,non-pca
9,0.9192322998147499,0.8182140172999892,0.004813961422431973,diag,2,non-pca
0,1.0,1.0,0.659,diag,3,non-pca
1,0.5975851136904278,0.45413414941884034,0.5966365233792627,diag,3,non-pca
2,0.596863130481869,0.45338952588320713,0.596437541836727,diag,3,non-pca
3,0.5025096056162909,0.4434489383487765,0.56595081000005,diag,3,non-pca
4,0.5975851136904278,0.4541341494188403,0.03882995610908772,diag,3,non-pca
5,0.8472544627591391,0.7460593507621769,0.9148064757350775,diag,3,non-pca
6,0.5025096056162909,0.4434489383487765,0.047014024778754,diag,3,non-pca
7,0.596863130481869,0.45338952588320713,0.596437541836727,diag,3,non-pca
8,0.597548215985648,0.4540629440719042,0.032737878772873784,diag,3,non-pca
9,0.5975851136904278,0.4541341494188403,0.04449389747920959,diag,3,non-pca
0,0.6628170851670201,0.6166730029574523,0.00804451522238415,diag,4,non-pca
1,0.8033083005204542,0.7518609884662202,0.5133608815201166,diag,4,non-pca
2,0.4688544455078923,0.4395292576681114,0.04399129062783201,diag,4,non-pca
3,0.4876945922075037,0.46872371695101445,0.10340909393033217,diag,4,non-pca
4,0.22760935846539204,0.30677288472369696,0.2249870495218261,diag,4,non-pca
5,0.7153701521574238,0.6603527615161151,0.5758593584509021,diag,4,non-pca
6,0.8449529805411072,0.8093254182783967,0.5294427537955048,diag,4,non-pca
7,0.7406790036628066,0.6951014461701082,0.00032745067644844377,diag,4,non-pca
8,0.7411096215435086,0.695562485107315,0.3206935822146886,diag,4,non-pca
9,0.6062783598604083,0.5710377491529047,0.0540553743034401,diag,4,non-pca
0,0.45926088197858744,0.4186139284789585,0.5574133056974065,diag,5,non-pca
1,0.4601549793975883,0.4121982895600767,0.02632415500146227,diag,5,non-pca
2,0.6094115554603035,0.4768121212069206,0.010600854179837213,diag,5,non-pca
3,0.8648263030316302,0.7946535880350284,0.7221767416996124,diag,5,non-pca
4,0.4543124083335886,0.40663671237194643,0.06521876257146125,diag,5,non-pca
5,0.45926088197858744,0.41861392847895856,0.5286524748212335,diag,5,non-pca
6,0.219399092191603,0.29842727433463206,0.1701624766633419,diag,5,non-pca
7,0.4543124083335886,0.40663671237194643,0.03617302647313203,diag,5,non-pca
8,0.6094115554603035,0.47681212120692046,0.614446355820002,diag,5,non-pca
9,0.39332050107988825,0.45506223763123277,0.4497649040843119,diag,5,non-pca
0,0.47231388003883695,0.47050241094778283,0.09020716124104053,diag,6,non-pca
1,0.23933132982601557,0.30630105594200024,0.14010315595174458,diag,6,non-pca
2,0.27741386897134535,0.3557503154597161,0.1277567983937204,diag,6,non-pca
3,0.31356948205984425,0.3579107435779504,0.14295474153721963,diag,6,non-pca
4,0.23141414688253112,0.35354195328216914,0.0022478945673218924,diag,6,non-pca
5,0.2453393061742241,0.35490513267320234,0.16643904806246712,diag,6,non-pca
6,0.25876996098336086,0.353682955773035,0.019707036836122443,diag,6,non-pca
7,0.2453393061742241,0.35490513267320234,0.0014663581017460316,diag,6,non-pca
8,0.27741386897134535,0.3557503154597161,0.2878139005385959,diag,6,non-pca
9,0.24761144697147963,0.3592669064370827,0.1411398626994207,diag,6,non-pca
0,0.5627048861283247,0.4812367361086793,0.04625478033751449,diag,7,non-pca
1,0.8373304461438015,0.7308986336859676,0.013846563389246364,diag,7,non-pca
2,0.4449484601088165,0.49699057310132605,0.3380990458447062,diag,7,non-pca
3,0.6901821281808835,0.602682630373804,0.01525915914714264,diag,7,non-pca
4,0.5787236145382368,0.520958381421971,0.08478432326052215,diag,7,non-pca
5,0.5918181989258419,0.559635910953655,0.04365998162329072,diag,7,non-pca
6,0.630033745604551,0.6066255599810741,0.061018671674389444,diag,7,non-pca
7,0.6872580595593507,0.5978220925027131,0.0397676216330048,diag,7,non-pca
8,0.676071803946728,0.597168676499237,0.030897999770438424,diag,7,non-pca
9,0.5442610245405437,0.5095830646712767,0.4461098894259724,diag,7,non-pca
0,0.33106841188405833,0.44805829813215736,0.024461430793157074,diag,8,non-pca
1,0.4121243876351188,0.40897088848598895,0.06358645738189482,diag,8,non-pca
2,0.40857775057260265,0.40694221933374497,0.013658415254691346,diag,8,non-pca
3,0.7413538116462564,0.648242584507579,0.03752924810435186,diag,8,non-pca
4,0.40864309815462524,0.4068739823191826,0.06242263186735148,diag,8,non-pca
5,0.35269770064610584,0.38655922420594024,0.07756873142298915,diag,8,non-pca
6,0.40864309815462524,0.4068739823191826,0.03493328498529819,diag,8,non-pca
7,0.5791564207077616,0.5072439219199725,0.04635529805485179,diag,8,non-pca
8,0.7558138979652184,0.6665684574382645,0.22283617884167453,diag,8,non-pca
9,0.36316474453628916,0.42496968085946574,0.12408426148559143,diag,8,non-pca
0,0.5384501421915701,0.6183131974468928,0.03249919327444056,diag,9,non-pca
1,0.43651226535425197,0.4795413946210363,0.0524037242808472,diag,9,non-pca
2,0.33014585954457976,0.4060663108067295,0.029839634642266764,diag,9,non-pca
3,0.31686945568402153,0.3906986750144066,0.04504446414961896,diag,9,non-pca
4,0.2926488386502158,0.3730473149335464,0.05925624721958071,diag,9,non-pca
5,0.5110107440206045,0.5466601212364213,0.06353380465832173,diag,9,non-pca
6,0.46263782168799344,0.5258461651079864,0.17243295637144812,diag,9,non-pca
7,0.40000336562444255,0.48112215019661353,0.027186486058351802,diag,9,non-pca
8,0.4308701404390907,0.48723724635656923,0.0554853340116145,diag,9,non-pca
9,0.3341671506737377,0.43877582686947725,0.08072924219392631,diag,9,non-pca
0,0.6718835791018084,0.6336987880625392,0.15921608739244503,diag,10,non-pca
1,0.36585446636073954,0.5289503744275053,0.00497430045172573,diag,10,non-pca
2,0.599465511810317,0.5417372599577794,0.12219261346620719,diag,10,non-pca
3,0.43334717125994293,0.4773944729109587,0.07360857333523028,diag,10,non-pca
4,0.38714356367676295,0.4285232799900612,0.22928132494693013,diag,10,non-pca
5,0.5993541894354922,0.5416879866971591,0.017229834711836627,diag,10,non-pca
6,0.4494357799321473,0.516437096537806,0.009109035628558419,diag,10,non-pca
7,0.48215130174527604,0.5000885393236927,0.058231229674651414,diag,10,non-pca
8,0.3856628197656477,0.5150284924422335,0.03371844216591717,diag,10,non-pca
9,0.4251151888764546,0.45869344571122384,0.04605920149511497,diag,10,non-pca
0,0.7162988438961546,0.6616759850234027,0.012837980250626787,diag,11,non-pca
1,0.38881185361506276,0.4856313100390903,0.02712707661262123,diag,11,non-pca
2,0.5252754638121291,0.5778691616553164,0.11056075019044695,diag,11,non-pca
3,0.5263635125120387,0.5808768309867347,0.2600950082808799,diag,11,non-pca
4,0.5395144184526972,0.5900810605050235,0.04122442255083064,diag,11,non-pca
5,0.5567599893711128,0.5129398251515072,0.11040558225885076,diag,11,non-pca
6,0.7162988438961546,0.6616759850234026,0.4690826295497422,diag,11,non-pca
7,0.6385715016516109,0.6099146069086576,0.03756320121762602,diag,11,non-pca
8,0.39798819296930527,0.5066265909037576,0.03359628679647941,diag,11,non-pca
9,0.7162988438961546,0.6616759850234026,0.12276281633605715,diag,11,non-pca
0,0.3902944073457509,0.49928262305455084,0.03754207883420561,diag,12,non-pca
1,0.3753305594086683,0.4923648782881535,0.038115618630001305,diag,12,non-pca
2,0.450258059934336,0.539494177157344,0.02755816272579601,diag,12,non-pca
3,0.437581122693803,0.5441000483425675,0.1422720596404638,diag,12,non-pca
4,0.5800865574277868,0.609700934617577,0.010112892670130512,diag,12,non-pca
5,0.46527068727820814,0.5484018596251227,0.1786142110720445,diag,12,non-pca
6,0.48947559472294366,0.5528974169058501,0.0387520564300792,diag,12,non-pca
7,0.362164688276195,0.4928169642695753,0.0037618937047125952,diag,12,non-pca
8,0.5578666188890369,0.6230508996559899,0.04153584906662714,diag,12,non-pca
9,0.36937716488625616,0.5048888708587991,0.046063447504434855,diag,12,non-pca
0,1.0,1.0,1.0,diag,2,pca
1,1.0,1.0,0.0,diag,2,pca
2,1.0,1.0,0.0,diag,2,pca
3,1.0,1.0,0.0,diag,2,pca
4,1.0,1.0,0.0,diag,2,pca
5,1.0,1.0,0.0,diag,2,pca
